,HITId,chars,text,agr,cons,ext,open,stab
598,38Z7YZ2SB3HZ0BF573PATF3J3YLIQ6,Rachel Green,"<b>s02_e07_c11(0) for Rachel Green</b><br><br><b>Rachel Green</b>: Hi.<br><br><b>Ross Geller</b>: I didn't get a cat.<br><br><b>Rachel Green</b>: Oh, that's um, interesting.<br><br><b>Ross Geller</b>: No, no it's not interesting. OK, it's very, very not interesting. In fact it's actually 100 percent completely opposite of interesting.<br><br><b>Rachel Green</b>: Alright, I got it Ross.<br><br><b>Ross Geller</b>: You had no right to tell me you ever had feelings for me.<br><br><b>Rachel Green</b>: [hurt] What?<br><br><b>Ross Geller</b>: I was doing great with Julie before I found out about you.<br><br><b>Rachel Green</b>: Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie?<br><br><b>Ross Geller</b>: Then you should have said something before I met her.<br><br><b>Rachel Green</b>: I didn't know then. And how come you never said anything to me.<br><br><b>Ross Geller</b>: There was never a good time.<br><br><b>Rachel Green</b>: Right, you, you only had a year. We only hung out every night.<br><br><b>Ross Geller</b>: Not, not, not every night. You know, and... and it's not like I didn't try, Rachel, but things got in the way, y'know? Like, like Italian guys or ex-fiances or, or, or Italian guys.<br><br><b>Rachel Green</b>: Hey, there was one Italian guy, OK, and do you even have a point?<br><br><b>Ross Geller</b>: The point is I... I don't need this right now, OK. It, it's too late, I'm with somebody else, I'm happy. This ship has sailed.<br><br><b>Rachel Green</b>: Yeah, what're you saying, you just sort of put away feelings or whatever the hell it was you felt for me?<br><br><b>Ross Geller</b>: Hey, I've been doin' it since the ninth grade, I've gotten pretty damn good at it.<br><br><b>Rachel Green</b>: Alright, fine, you go ahead and you do that, alright Ross.<br><br><b>Ross Geller</b>: Fine.<br><br>",1.0,1.0,1.0,1.0,1.0
599,329E6HTMSWHYZ5ZR9VYQTNPLLX63KJ,Ross Geller,"<b>s01_e17_c02(0) for Ross Geller</b><br><br><b>Ross Geller</b>: I had a dream last night where I was playing football with my kid.<br><br><b>Chandler, Joey</b>: That's nice.<br><br><b>Ross Geller</b>: No, no, with him. (He mimes holding the baby like a football.) I'm on this field, and they, they hike me the baby... and I, I know I've gotta do something 'cause the Tampa Bay defence is comin' right at me.<br><br><b>Joey Tribbiani</b>: Tampa Bay's got a terrible team.<br><br><b>Ross Geller</b>: Right, but, it is just me and the baby, so I'm thinkin' they can take us. And so I uh, hah-hah, I just heave it down field.<br><br><b>Chandler Bing</b>: What are you crazy? That's a baby!<br><br><b>Joey Tribbiani</b>: He should take the sack?<br><br><b>Ross Geller</b>: Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.<br><br>",1.0,1.0,0.0,0.0,0.0
600,3WRAAIUSBJE43QXJHTSP6PBTNT3XAE,Susie,"<b>s02_e13_c03(0) for Susie</b><br><br><b>Susie</b>: Oh, shoot, we gotta go, got a reservation in 30 minutes.<br><br><b>Chandler Bing</b>: Oh no no no no, no no no no no no, you see, what I had planned shouldn't take more that 2, 3 minutes tops.<br><br><b>Susie</b>: Oh, 200 seconds of passion. We gotta go.<br><br><b>Susie</b>: But um, here's an idea, have you ever worn women's underwear?<br><br>",0.0,0.0,1.0,1.0,1.0
601,3DQYSJDTYLQ7T3EVXYUB281K881EXQ,Jade,"<b>s02_e05_c01(0) for Jade</b><br><br><b>Ross Geller</b>: Man, I sure miss Julie.<br><br><b>Chandler Bing</b>: Spanish midgets. Spanish midgets wrestling. Julie. Ok, yes, I see how you got there. (phone rings)<br><br><b>Ross Geller</b>: You ever figure out what that thing's for?<br><br><b>Chandler Bing</b>: No, see, I'm trying this new screening thing. You know, I figure if I'm always answering the phone, people'll think I don't have a life. My god, Rodrigo never gets pinned.<br><br><b>Joey Tribbiani</b>: Here comes the beep, you know what to do.<br><br><b>Jade</b>: Hello, I'm looking for Bob. This is Jane. I don't know if you're still at this number, but I was just thinking about us, and how great it was, and, well, I know it's been three years, but, I was kinda hoping we could hook up again. I barely had t he nerve to make this call, so you know what I did?<br><br><b>Chandler Bing</b>: What?<br><br><b>Jade</b>: I got a little drunk...and naked.<br><br><b>Chandler Bing</b>: Bob here.<br><br><b>Chandler Bing</b>: (on phone) What've you been up to?<br><br><b>Jade</b>: Oh, you know, the usual, teaching aerobics, partying way too much. Oh, and in case you were wondering, those are my legs on the new James Bond poster.<br><br><b>Chandler Bing</b>: Can you hold on a moment? I have another call. (to Ross) I love her.<br><br><b>Ross Geller</b>: I know.<br><br><b>Chandler Bing</b>: I'm back.<br><br><b>Jade</b>: So, are we gonna get together or what?<br><br><b>Chandler Bing</b>: Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?<br><br><b>Jade</b>: Great, I'll see you then.<br><br>",1.0,0.0,1.0,1.0,0.0
602,3BFF0DJK8XR1M5ATTJDJ2MKTW3MSTM,Phoebe Buffay,"<b>s02_e12_c14(0) for Phoebe Buffay</b><br><br><b>Ross Geller</b>: Well, I tracked down Marcel and get this, he's healthy, he's happy, and he's right here in New York filming Outbreak II - The Virus Takes Manhattan.<br><br><b>Rachel Green</b>: You're kidding.<br><br><b>Joey Tribbiani</b>: This is amazing.<br><br><b>Ross Geller</b>: I know.<br><br><b>Joey Tribbiani</b>: I finally get a part on TV and the monkey's makin' movies.<br><br><b>Phoebe Buffay</b>: OK, Rachel, I'm ready.<br><br>",1.0,1.0,1.0,1.0,1.0
603,3VZYA8PITODZ0UFRJLC1P08WLVR505,Rachel Green,"<b>s01_e07_c16(0) for Rachel Green</b><br><br><b>Ross Geller</b>: (rolling) Lucky sixes....<br><br><b>Rachel Green</b>: (entering with Paolo, arm in arm) Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.<br><br><b>Monica Geller</b>: (smitten) Hi!<br><br><b>Rachel Green</b>: And Joey....<br><br><b>Monica Geller</b>: Hi!<br><br><b>Rachel Green</b>: And Ross.<br><br><b>Monica Geller</b>: Hi!<br><br><b>Paolo</b>: (something in Italian)<br><br><b>Rachel Green</b>: (proudly) He doesn't speak much English.<br><br><b>Paolo</b>: (pointing at game) Monopoly!<br><br><b>Rachel Green</b>: Look at that!<br><br><b>Ross Geller</b>: (jealous) So, um... where did Paolo come from?<br><br><b>Rachel Green</b>: Oh... Italy, I think.<br><br><b>Ross Geller</b>: No, I mean tonight, in the building. Suddenly. Into our lives.<br><br><b>Rachel Green</b>: Well, the cat... the cat turned out to be Paolo's cat!<br><br><b>Ross Geller</b>: That, that is funny... (to Joey).... and Rachel keeps touching him.<br><br>(Phoebe enters.)<br><br><b>Phoebe Buffay</b>: Alright. I looked all over the building and I couldn't find the kitty anywhere.<br><br>",1.0,0.0,1.0,0.0,1.0
604,3MWOYZD5WV3OT0DGP6AY9I40AWXONK,Phoebe Buffay,"<b>s02_e16_c14(0) for Phoebe Buffay</b><br><br><b>Rachel Green</b>: Is Ross here?<br><br><b>Monica Geller</b>: No he went out to get pizza.<br><br><b>Rachel Green</b>: Oh really, OK. [shows Monica her tattoo]<br><br><b>Monica Geller</b>: That's great.<br><br><b>Richard</b>: Very tasteful.<br><br><b>Phoebe Buffay</b>: Wanna see mine, wanna see mine?<br><br><b>Monica Geller</b>: Yes.<br><br><b>Rachel Green</b>: What? You didn't get one.<br><br><b>Phoebe Buffay</b>: OK, well then what is this? [shows her bare shoulder]<br><br><b>Richard</b>: What're we looking at? That blue freckle?<br><br><b>Phoebe Buffay</b>: OK, that's my tattoo.<br><br><b>Rachel Green</b>: That is not a tattoo, that is a nothing. I finally got her back in the chair, bairly touched her with a needle, she jumped up screaming, and that was it.<br><br><b>Phoebe Buffay</b>: OK, hi. For your information this is exactly what I wanted. This is a tattoo of the earth as seen from a great distance. It's the way my mother sees me from heaven.<br><br>",1.0,1.0,1.0,1.0,0.0
605,35A1YQPVFEVA7PW7NB17V48S7K15IJ,Joey,"<b>s03_e16_c13(1) for Joey</b><br><br><b>Ross</b>: No!! No!! I wanna stay. I wanna talk about this.<br><br><b>Rachel</b>: Okay! All right! How was she?<br><br>[Cut to Monica's bedroom]<br><br><b>Chandler</b>: Uh-oh.<br><br>[Cut to Living Room]<br><br><b>Ross</b>: What?<br><br><b>Rachel</b>: Was she good?<br><br>[Cut to Monica's bedroom]<br><br><b>Joey</b>: Don't answer that.<br><br>[Cut to Living Room]<br><br><b>Rachel</b>: Come on Ross! You said you wanted to talk about it, let's talk about it!! How was she?<br><br><b>Ross</b>: She was...<br><br>[Cut to Monica's bedroom]<br><br><b>Joey</b>: Awful! Horrible!<br><br><b>Chandler</b>: She was not good. Not good.<br><br><b>Joey</b>: She was nothing compared to you.<br><br>[Cut to Living Room]<br><br><b>Ross</b>: She, she was different.<br><br>[Cut to Monica's bedroom]<br><br><b>Joey</b>: Ewwwww!<br><br>",0.0,0.0,0.0,0.0,0.0
606,3TL87MO8CM44ZNX2EQBT9WRXD06FLN,Carol Willick,"<b>s02_e11_c01(0) for Carol Willick</b><br><br><b>Ross Geller</b>: Ok. Here's his diaper bag, and his uh, Mr. Winky, and uh...oh, him. Hi!<br><br><b>Carol Willick</b>: So how did everything go?<br><br><b>Ross Geller</b>: Oh, great. Great. There was a projectile, uh, throwing up incident, but he started it.<br><br><b>Carol Willick</b>: Well, we've gotta go.<br><br><b>Ross Geller</b>: Ok.<br><br><b>Susan Bunch</b>: [clears her throat]<br><br><b>Carol Willick</b>: Oh, right. Um, I've got some news. It's about us.<br><br><b>Ross Geller</b>: Oh, you and me?<br><br><b>Carol Willick</b>: Uh, no, Susan and me.<br><br><b>Susan Bunch</b>: The other us.<br><br><b>Ross Geller</b>: Ok.<br><br><b>Carol Willick</b>: We're uh, we're getting married.<br><br><b>Ross Geller</b>: As in, ""I now pronounce you wife and wife"" married?<br><br><b>Carol Willick</b>: Anyway, we'd like you to come, but we totally understand if you don't want to.<br><br><b>Ross Geller</b>: Why wouldn't I want to come? I had fun at the first wedding.<br><br><b>Carol Willick</b>: Look I just thought that...<br><br>",1.0,1.0,1.0,1.0,1.0
607,3JU8CV4BRLROWLPT5LNQD79VAT0POJ,Mark,"<b>s03_e12_c10(0) for Mark</b><br><br><b>Woman</b>: (walking up to Mark) Here's the Shelly Siegal stuff from December.<br><br><b>Mark</b>: (turning around) And wait, I've got something for you. (kisses her)<br><br><b>Woman</b>: Mark!!<br><br><b>Mark</b>: It's okay, Rachel knows.<br><br><b>Woman</b>: Yeah, but even soo.<br><br>(Ross appears in the hallway just outside of Rachel's office.)<br><br><b>Mark</b>: I can't help it, I'm just, I'm just crazy about you.<br><br><b>Rachel</b>: Ohhh! That is soo sweet! (gets up to get herself a cup of coffee)<br><br>(Ross is eavesdropping in the hallway.)<br><br><b>Mark</b>: Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.<br><br>(They start to kiss, and Ross rushes into the office to break it up.)<br><br>",1.0,1.0,1.0,1.0,0.0
608,36KM3FWE3RRENYTA7ERYNKMSC1M07F,Joey Tribbiani,"<b>s01_e04_c13(0) for Joey Tribbiani</b><br><br><b>Ross Geller</b>: Look, it's just a little more complicated...<br><br><b>Chandler Bing</b>: Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?<br><br><b>Ross Geller</b>: Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...<br><br><b>Chandler Bing</b>: Then what?<br><br><b>Ross Geller</b>: My first time with Carol was... (He mumbles the last part)<br><br>",0.0,1.0,1.0,0.0,0.0
609,3XH7ZM9YX2961B12GO8XLCELGHA9RZ,Roger,"<b>s01_e13_c02(1) for Roger</b><br><br><b>Phoebe Buffay</b>: Yeah, 'cause hello, these are not her boobies, these are her breasts.<br><br><b>Rachel Green</b>: Okay, Pheebs, I was hoping for more of a change.<br><br><b>Chandler Bing</b>: Y'know, I don't know why you're so embarrassed, they were very nice boobies.<br><br><b>Rachel Green</b>: Nice? They were nice. I mean, that's it? I mean, mittens are nice.<br><br><b>Chandler Bing</b>: Okaaay, (Gestures) rock, hard place, me.<br><br><b>Roger</b>: You're so funny! He's really funny! I wouldn't wanna be there when when the laughter stops.<br><br><b>Chandler Bing</b>: Whoah whoah, back up there, Sparky. What'd you mean by that?<br><br><b>Roger</b>: Oh, just seems as though that maybe you have intimacy issues. Y'know, that you use your humour as a way of keeping people at a distance.<br><br><b>Chandler Bing</b>: Huh.<br><br><b>Roger</b>: I mean hey! I just met you, I don't know you from Adam. ...Only child, right? Parents divorced before you hit puberty.<br><br><b>Chandler Bing</b>: Uhhuh, how did you know that?<br><br><b>Roger</b>: It's textbook.<br><br>(Joey enters with his dad)<br><br>",0.0,0.0,1.0,1.0,0.0
610,3X2YVV51PUJTK2FTB53AT54JAK0W1F,Monica Geller,"<b>s01_e22_c10(0) for Monica Geller</b><br><br><b>Rachel Green</b>: (understands that Monica and Ethan wanna be alone) Hey, did you guys check out those new hand-dryers in the bathroom?<br><br><b>Ross Geller</b>: I thought that was just a rumour.<br><br><b>Rachel Green</b>: True story.<br><br><b>Joey Tribbiani</b>: They're here already?<br><br>(Rachel, Ross and Ross go to the bathroom)<br><br><b>Ethan</b>: All right, look. I've gotta tell you something. I'm not 17. I only said so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but I thought that was great.<br><br><b>Monica Geller</b>: It was.<br><br><b>Ethan</b>: Then, what's the problem?<br><br><b>Monica Geller</b>: Ethan, it's um... it's icky.<br><br><b>Ethan</b>: Icky? You're actually gonna throw this away because it's icky?<br><br><b>Monica Geller</b>: This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...<br><br>",1.0,1.0,0.0,0.0,1.0
611,30Y6N4AHYPBI41EJS4DZ78XB72ORDX,Ethan,"<b>s01_e22_c10(0) for Ethan</b><br><br><b>Monica Geller</b>: That was gonna be my opener.<br><br><b>Rachel Green</b>: (understands that Monica and Ethan wanna be alone) Hey, did you guys check out those new hand-dryers in the bathroom?<br><br><b>Ross Geller</b>: I thought that was just a rumour.<br><br><b>Rachel Green</b>: True story.<br><br><b>Joey Tribbiani</b>: They're here already?<br><br>(Rachel, Ross and Ross go to the bathroom)<br><br><b>Ethan</b>: All right, look. I've gotta tell you something. I'm not 17. I only said so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but I thought that was great.<br><br><b>Monica Geller</b>: It was.<br><br><b>Ethan</b>: Then, what's the problem?<br><br><b>Monica Geller</b>: Ethan, it's um... it's icky.<br><br><b>Ethan</b>: Icky? You're actually gonna throw this away because it's icky?<br><br><b>Monica Geller</b>: This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...<br><br>",1.0,0.0,1.0,1.0,0.0
612,3ZVPAMTJWNILGLOAUUE7DT08KU4RG7,Susan Bunch,"<b>s01_e23_c06(1) for Susan Bunch</b><br><br><b>Ross Geller</b>: No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.<br><br><b>Carol Willick</b>: Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.<br><br><b>Ross Geller</b>: What? Whoa, whoa whoa whoa, what do you mean, back to Jordie? We never landed on Jordie. We just passed by it during the whole Jessy, Cody, Dylan fiasco.<br><br><b>Carol Willick</b>: Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.<br><br><b>Ross Geller</b>: I got it.<br><br><b>Susan Bunch</b>: I got it.<br><br><b>Ross Geller</b>: I got it! Hey, you get to sleep with her, I get the cramps.<br><br><b>Susan Bunch</b>: No, you don't.<br><br><b>Carol Willick</b>: All right, that's it. I want both of you out.<br><br><b>Ross Geller</b>: Why?<br><br><b>Susan Bunch</b>: He started it!<br><br><b>Ross Geller</b>: No, you started it.<br><br><b>Susan Bunch</b>: You did!<br><br><b>Carol Willick</b>: I don't care. I am trying to get a person out of my body here, and you're not making it any easier.<br><br><b>Ross Geller</b>: But...<br><br>",0.0,0.0,1.0,0.0,0.0
613,3A9LA2FRWSTJDD5XNZ2HNBYX0B2XH8,Carol Willick,"<b>s01_e12_c04(1) for Carol Willick</b><br><br><b>Susan Bunch</b>: Oh, hello Ross!<br><br><b>Ross Geller</b>: Susan...<br><br><b>Susan Bunch</b>: So, so, did you hear?<br><br><b>Ross Geller</b>: Yes, we did, everything's A-OK!<br><br><b>Susan Bunch</b>: Oh, that's so... (Susan hugs Carol, they giggle, Ross steps away) It really is...do we know...?<br><br><b>Carol Willick</b>: Yes, we certainly do, it's going to be...<br><br><b>Ross Geller</b>: (flailing arms in protest) Oh, hey hey hey, ho ho ho, hello, guy who doesn't want to know, standing right here!<br><br><b>Susan Bunch</b>: Oh, well, is it what we thought it would be?<br><br><b>Carol Willick</b>: Mm-hmmm (Susan and Carol hug, giggling. Ross stands back, reaches out and lightly taps Susan's shoulder)<br><br><b>Ross Geller</b>: Ok, what, what...ok, what did we think it was going to be?<br><br><b>Carol, Susan</b>: It's a...<br><br><b>Ross Geller</b>: (interrupts) No, no, no I don't want to know, don't want to know. Ok, you know, I should probably, I should probably just go.<br><br>",0.0,0.0,0.0,1.0,1.0
614,3EPG8DX9LK52OBJB06RR4194T335PC,Joey Tribbiani,"<b>s01_e17_c07(0) for Joey Tribbiani</b><br><br><b>Monica Geller</b>: We forgot to sign one of the admissions forms.<br><br><b>Rachel Green</b>: Ohhh... (slumping in relief) Okay, you were right. You were right! This was just not worth it.<br><br><b>Monica Geller</b>: Thank you.<br><br><b>Rachel Green</b>: Okay, let me just change.<br><br><b>Monica Geller</b>: Yes.<br><br>(Rachel goes to her room.)<br><br><b>Joey Tribbiani</b>: (entering quietly) Hey.<br><br><b>Chandler, Ross</b>: Hey!<br><br><b>Monica Geller</b>: Hi.<br><br>",1.0,0.0,1.0,1.0,0.0
615,37ZQELHEQ0D0TXS4CQVLHEFVFJSNMO,Ross Geller,"<b>s01_e19_c05(0) for Ross Geller</b><br><br><b>Monica Geller</b>: A monkey. Have you seen a monkey?<br><br><b>Mr. Heckles</b>: Saw Regis Philbin once...<br><br><b>Phoebe Buffay</b>: Okay, thank you, Mr. Heckles. (They move off)<br><br><b>Mr. Heckles</b>: You owe me a waffle.<br><br>[Cut to Monica and Rachel's.]<br><br><b>Rachel Green</b>: (On the phone) Okay, he's a, he's a black capuchian monkey with a white face... (Enter Ross) ...with, with Russian dressing and, and pickles on the side. Okay. Thanks.<br><br><b>Ross Geller</b>: Hey. How did, uh, how'd it go today?<br><br><b>Rachel Green</b>: Great! It went great. Really great. Hey, is that wine?<br><br><b>Ross Geller</b>: Yeah. You, uh, you want some?<br><br><b>Rachel Green</b>: Oh, I would love some. But y'know what? Y'know what? Let's not drink it here. I'm feeling kinda crazy. You wanna go to Newark?<br><br><b>Ross Geller</b>: Uh, okay, yeah, we could do that, but before we head off to the murder capital of the North-East, I was, uh, kinda wanting to run something by you. Y'know how we were, uh, y'know, talking before about, uh, relationships and stuff? (Uncorks the wine) Well-<br><br><b>Rachel Green</b>: Oh God, Ross, I cannot do this.<br><br><b>Ross Geller</b>: Okay, quick and painful. (Starts to cork the wine)<br><br>",0.0,1.0,1.0,1.0,1.0
