characters,text,cAGR,cCON,cEXT,cOPN,cNEU
Chandler Bing,"Chandler Bing: Can you hear that? Chandler Bing: See that'll stop when you pick up the phone. Chandler Bing: I'm not in a meeting. I'm right... Whoops. Chandler Bing: What? Chandler Bing: Ah! Chandler Bing: Well, now, I actually have to get to work. Chandler Bing: Okay. ",-1.0,0.0,0.0,0.0,0.0
Russ,"Russ: Hi. Russ: I guess you guys heard, Rachel dumped me. Russ: Oh, all she said was that I remind her too much of somebody. You have any idea who she's talking about? [Chandler and Phoebe feign ignorance.] ",1.0,1.0,1.0,0.0,-1.0
Alan,Alan: (on the intercom) It's Alan. Alan: Hi. Alan: I've heard schho much about all you guyschh! ,1.0,-1.0,0.0,1.0,1.0
Phoebe,"Phoebe: (sits up) Oh, ew! Phoebe: Yeah I know what I wanted to ask you. Um, can you roll your tongue? Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad. Phoebe: Yeah, yeah. You can do it to. (tries to do it, but can't) Phoebe: Oh right, yeah okay, my Mom could, and I can't. We don't have that.... Phoebe: Feburary 16th. ",1.0,1.0,2.0,2.0,1.0
Joey Tribbiani,"Joey Tribbiani: All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks. Joey Tribbiani: What? ",2.0,2.0,2.0,2.0,2.0
Joey,"Joey: Come on! Do something! Joey: Okay, here! (Gives him the camera.) I wanna be the on camera guy. All right, first stop, Westminster Abbey. (Joey folds out his ""pop-up"" map of London. All of the major landmarks pop-up like in a pop-up book.) ",2.0,2.0,3.0,3.0,2.0
Chandler,"Chandler: Well now you have two. Hey, I am good at math. Chandler: Hey! Well, I've been preparing for that my entire life! Or something about you that's mean! ",1.0,0.0,2.0,1.0,1.0
Monica,"Monica: Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant. Monica: What? Monica: Okay. So what do you.... you think she's faking? ",1.0,3.0,-1.0,0.0,1.0
Joey Tribbiani,"Joey Tribbiani: [peeks back out] Ok, now that your coat is safely in the bedr-, [sees that the coast is clear] oh, ok we can come back out in the living room. ",3.0,-1.0,2.0,2.0,1.0
Joey Tribbiani,"Joey Tribbiani: Alright, no peeking. No peeking, no peeking, no peeking. Joey Tribbiani: Alright open your eyes. [opens his eyes to see two black leather recliners and a big screen TV] Joey Tribbiani: Huh? Days of our Lives picked up my option. Joey Tribbiani: I know. chandler: Now we can finally watch Green Acres the way it was meant to be seen. Joey Tribbiani: Uh-huh. Joey Tribbiani: Whichever one you want, man. Whichever one you want. [Chandler starts to sit in one of the chairs] Not that one. ",0.0,2.0,3.0,1.0,0.0
Joanna,"Joanna: (entering) Did he call? Joanna: Why?! Why?! He said he'd call. Why hasn't he called? Joanna: Sophie, would you please climb out of my butt. Why hasn't he called, Rachel? Why? ",-2.0,1.0,2.0,2.0,-1.0
Mr. Tribbiani,Mr. Tribbiani: Just for a coupla days. I got a job midtown. I figure I'm better off staying with the kid than hauling my ass back and forth on the ferry. (Sees Roger) I don't know this one. ,2.0,0.0,3.0,1.0,0.0
Ross,"Ross: Hi. Ross: You ah, wanted to see me? Ross: What?! Ross: What are you doing? Are you trying to hurt me? Or something? Ross: Yes. Ross: Yes, I do. Ross: Yeah, I-I really do. (takes a dinosaur mug out of the box) Hey! This-this was a gift?! Ross: It's still a gift! I got it from the gift shop! Ross: No!! Y'know-y'know don't do me any favours. In fact, where, where's the rest of my stuff?! Huh? Like-like my umm, (picks up a book) Hey, this book is mine!! And-and-and, and that T-shirt you sleep in? I'd like that back too. Yes, I do. Ross: I'm just trying to help you, move on. Ross: Petty... Ross: Petty... Ross: Petty... Ross: Small... (Rachel comes back into the living room and catches Ross mocking her.) Ross: Awwwahuh, no, no, no!! ",0.0,3.0,1.0,0.0,0.0
Rachel Green,"Rachel Green: (On the phone) Okay, he's a, he's a black capuchian monkey with a white face... (Enter Ross) ...with, with Russian dressing and, and pickles on the side. Okay. Thanks. Rachel Green: Great! It went great. Really great. Hey, is that wine? Rachel Green: Oh, I would love some. But y'know what? Y'know what? Let's not drink it here. I'm feeling kinda crazy. You wanna go to Newark? Rachel Green: Oh God, Ross, I cannot do this. ",0.0,2.0,-2.0,1.0,-2.0
Monica,"Monica: Hi Phoebe. Monica: Hormones. Monica: Wow, you seem to be doing so much better. That's great. So how-how are things going? ",2.0,1.0,2.0,2.0,0.0
Monica,"Monica: (stopping him) What, what are you doing? You can't go out there. Monica: Because they'll know we've been listening. ",0.0,1.0,1.0,1.0,1.0
Chloe,"Chloe: Is this about me taking your watch? Chloe: I'm sorry, I do that. Chloe: Oh no. I feel it isn't really anybody's business, y'know. Chloe: Oh, well I tell Issac everything. ",2.0,0.0,0.0,0.0,0.0
Ross Geller,"Ross Geller: Ok, and then you take the poopie diaper and you put it in the poopie diaper pail. Ross Geller: [doorbell buzzes] Hello. Ross Geller: Come on up. I'm gonna get the rest of his stuff together. [walks in his room] Ross Geller: Wha, what? Ross Geller: What, the word hi? Ross Geller: Great, great, and I miss that too, I miss everything. Ross Geller: Something about hi. ",0.0,-1.0,0.0,0.0,0.0
Ross Geller,"Ross Geller: Whip it out, whip it out. Ross Geller: Joey, what did you think a nubbin was? ",2.0,2.0,2.0,2.0,1.0
Joey Tribbiani,"Joey Tribbiani: (on phone) Uh huh.. uh huh... oh my God! Okay! Okay, I'll be there! (He hangs up and to all.) That was my agent. (He tosses and catches the phone.) My agent has just gotten me a job...in the new Al Pacino movie! Joey Tribbiani: Can you believe this? Al Pacino! This guy's the reason I became an actor! ""I'm out of order? Pfeeeh. You're out of order! This whole courtroom's out of order!"" Joey Tribbiani: ""Just when I thought I was out, they pull me back in!"" Joey Tribbiani: ...I'm his (mumbles) Joey Tribbiani: ...I'm his butt double. 'Kay? I play Al Pacino's butt. Alright? He goes into the shower, and then- I'm his butt. ",3.0,0.0,0.0,0.0,1.0
Eric,"Eric: Hi, I'm Eric, I'm gonna be Chandler's new roommate. Eric: I-I-I don't think so. ",-2.0,1.0,1.0,-1.0,0.0
Chandler,Chandler: Hi. ,0.0,1.0,0.0,1.0,0.0
Phoebe,"Phoebe: (entering) Hey. I need an atlas! I need an atlas! Phoebe: I have a date with this diplomat I met while I was giving free massages outside the UN and, I don't know where his country is. Phoebe: Oh!! That's my new thing. I figure bodies at peace, make peace. Phoebe: Ick-neck-tree-anis..... There's a 'g' in there. Phoebe: In your atlas! Phoebe: Oh. Phoebe: Oh. Phoebe: Umm, well he's very dashing, y'know, and umm, very, very sophisticated, and he doesn't speak any English, but according to his translator, he totally gets me. Phoebe: What is this? ",1.0,1.0,-1.0,0.0,-1.0
Rachel,"Rachel: Ross said my name. Okay? My name. Rachel: If anybody asks, I'm your sister, Joan. Listen. C'mon, you guys. Ross said my name up there that obviously means that he still loves me! Rachel: (They both just stare at her.)Y'know what? Fine, I don't care. Don't believe me, I know I'm right-do you guys want to go downstairs and get a drink? Rachel: Okay. Rachel: Hello? Oh, Pheebs! (To them) It's Phoebe! Rachel: Hi! Rachel: Well, Ross said my name. Rachel: Okay, Pheebs, y'know what, let's look at this objectively all right? Ninth grade, right? The obsession starts. All right? The summer after ninth grade he sees me in a two-piece for the first time, his obsession begins to grow. So then... ",2.0,2.0,0.0,3.0,3.0
Ross Geller,"Ross Geller: (using calculator) Plus tip, divided by six. Ok, everyone owes 28 bucks. Ross Geller: Oh, you're right, I'm sorry. Ross Geller: Monica's big night, she shouldn't pay. Ross Geller: So five of us is, $33.50 apiece. Ross Geller: Ok, Pheebs! How 'bout we'll each just pay for what we had. It's no big deal. ",3.0,1.0,2.0,2.0,2.0
Phoebe,"Phoebe: That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all. Phoebe: Okay, scarf's done. (It's not really a scarf, it's just a bunch of yarn that Phoebe has tied together. Just then, Ross and Emily enter dragging with them Joey and Chandler.) Phoebe: Hey! Phoebe: What? Oh, are you pregnant too?! ",2.0,2.0,3.0,1.0,1.0
Ross,"Ross: Oh. (looks at his watch) Oh-oh. (takes a drink of coffee and resumes reading the letter) Ross: Done! Ross: Well, I wanted to be thorough. I mean this-this is clearly very, very important to you, to us! And so I wanted to read every word carefully, twice! Ross: I'm sorry. Ross: Does it? Does it? Yeah, I wanted to give that whole 'Does it?' part just another glance. ",-1.0,2.0,0.0,2.0,-1.0
Ross Geller,"Ross Geller: Oh, it's my new beeper. Ross Geller: No, it's for when Carol goes into labor. She can get me wherever I am. I mean, all she has to do is to dial 55-JIMBO. ",3.0,3.0,1.0,1.0,1.0
Joey Tribbiani,Joey Tribbiani: About what? Joey Tribbiani: Heh... I was bluffing. ,2.0,0.0,1.0,1.0,1.0
Chandler Bing,"Chandler Bing: Here's the thing, Janice. You know, I mean, it's like we're different. I'm like the bing, bing, bing. You're like the boom, boom, (Chandler flails his hand out and hits Janice in the eye)... boom. Chandler Bing: Oh, my god, I'm so sorry. Are you ok? Chandler Bing: (to Phoebe) I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world. Chandler Bing: Oh, I don't know, a million? Chandler Bing: I'm fine. Chandler Bing: I'm not fine. Here she comes. ",0.0,1.0,1.0,-2.0,-1.0
Rachel,"Rachel: Wow! This place is fabulous! Rachel: Whoa-whoa, there's two living rooms? God, growing up here, this place must've been a real babe magnet. Rachel: Ohh, you should know, this place is a real babe magnet. Wanna make out? Rachel: That sounds like a plan. Umm, is there a place I can go freshen up? Rachel: Ah. ",2.0,1.0,2.0,2.0,1.0
Monica Geller,"Monica Geller: 'Cause I was going by it the other day and I saw that there was a stock with my initials, MEG, on it and, well, sometimes I have to watch for two or three hours before it comes up again but when it does, it's pretty exciting. Monica Geller: Really. ",2.0,2.0,0.0,2.0,0.0
Chandler,"Chandler: Oh-oh, oh, oh-oh! (Whispers something in Joey's ear.) Chandler: I got it! Scotch... tape. (They're right.) Chandler: Well, we used there's up last night making scary faces. Chandler: All right! Ten buck! Fork it over! Cough it up! Pay the piper! Gimme it. ",-1.0,1.0,3.0,2.0,0.0
Joey,"Joey: Ugh! I don't know what I'm going to do! I called the company that sent and th-they don't care! Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is? Joey: Hey... Joey: So uh, hey, that uh, that wedding ring, huh? Man, that's nice! Joey: I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those... Joey: (laughs, softly) Yeah, the stripper stole it. Joey: Dude, I screwed up, you don't have to turn me in! Joey: Oh, yeah, well I already did that! They said they're gonna look into it right after they solved all the murders. ",0.0,1.0,0.0,3.0,-1.0
Ross Geller,"Ross Geller: (to Joey) OK, here goes. Ross Geller: I'm going to do it. Ross Geller: You come out there, you're a dead man. Ross Geller: Thanks. (Joey hugs him) OK. ",2.0,0.0,-1.0,1.0,1.0
Chandler,"Chandler: All right, there's a nuclear holocaust, I'm the last man on Earth. Would you go out with me? Chandler: I've got canned goods. Chandler: Excellent hole, Joe. Chandler: Well, can we help?! You want us to take you back to the house?! Chandler: We've got to do something! ",3.0,1.0,3.0,1.0,2.0
Ross Geller,"Ross Geller: Everybody smile. Ross Geller: It is off. Ross Geller: It's the off light. Right Ross? [pans over to see Ross with an afro and moustache] Ross Geller: You look pretty tonight. Ross Geller: Oh, you know, I'm just gonna, I'm gonna hang out, work on my music. Ross Geller: Uh, hold, let me see, I don't know. So what're you gonna do. . . [doorbell rings] Ross Geller: this summer? ",3.0,1.0,0.0,0.0,1.0
Chandler Bing,"Chandler Bing: Uhhhaahh. Chandler Bing: Yeah alright. What're these, raisins? ",-1.0,1.0,2.0,-1.0,0.0
Ross,"Ross: (interrupting Monica and Emily) So we should probably get going soon. Ross: Yeah, but we-we have to be at the Four Seasons for drinks in 15 minutes and then y'know, then The Plaza for dinner. Ross: No-no-no, no, umm, actually American surprise parties are-are-are very short. It's usually, ""Surprise!"" And then, ""Oh my God, I'm so surprised-good-bye!"" Ross: Monica said that did she? (He squeezes Monica's knee really hardly and Monica winces in pain.) ",-1.0,-2.0,1.0,0.0,0.0
Janice,"Janice: We're baack! Janice: Joey and Janice's DAY OF FUN!!! (laughs) Janice: I just came by to give you a kiss, I have to go pick up the baby, so. I'll see you later sweetheart, you too Chandler. (laughs) ",3.0,3.0,3.0,3.0,2.0
Monica,"Monica: Yes!! Yes! Yeah, yeah, yeah! Monica: Oh, she was a cruel, cranky, old bitch! (Ross gives her a look) (to Ross) And I'm sorry she died. Did Dad say I get the dollhouse? Monica: I get the dollhouse! ",-1.0,-1.0,-1.0,1.0,2.0
Scott Alexander,"Scott Alexander: [enters] Hey Chandler, here's this morning's projections. Scott Alexander: No kidding. ",1.0,1.0,0.0,1.0,1.0
Rachel,Rachel: What? Rachel: Yeah. ,1.0,1.0,0.0,1.0,0.0
Phoebe Buffay,Phoebe Buffay: Hey. Phoebe Buffay: What are you doing? ,-1.0,2.0,3.0,0.0,0.0
Chandler Bing,"Chandler Bing: Hey, Lowell. Chandler Bing: So how's it going there in Financial Services? Chandler Bing: Good, good. Listen, heh, I dunno what Shelley told you about me, but, uh... I'm not. Chandler Bing: Really. Chandler Bing: So- you can tell? ",2.0,1.0,1.0,0.0,2.0
Phoebe,"Phoebe: (entering) Hello. Phoebe: Thank you! I know, though. Phoebe: Ohh, well, you're my lucky penny. ",2.0,1.0,1.0,2.0,0.0
Ross,"Ross: So the first time you ask a guy out, he-he turns you down? Ross: Oh my God! Ross: This is beautiful! ",2.0,1.0,1.0,2.0,2.0
Chandler Bing,"Chandler Bing: That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect. Chandler Bing: Oh, yeah. ",3.0,2.0,3.0,3.0,1.0
Monica,"Monica: Here you go. Monica: As a joke, this customer at work who has a crush on me gave me a $20,000 tip. His number is on the check, he just did so I'd call him. Monica: That's Bill Clinton. Monica: Oh my God! That's Pete! But why is Bill huggin' Pete? ",2.0,0.0,1.0,0.0,2.0
Rachel Green,"Rachel Green: You're twins? Rachel Green: All right, you guys, I kinda gotta clean up now. (They all start to leave.) Rachel Green: The lights, please.. Rachel Green: I'm just cleaning up. Rachel Green: Uh.. okay, sure! Thanks! (She hands him the broom and sits down.) Rachel Green: Oh.. a little.. Rachel Green: A lot. Rachel Green: So, got any advice? Y'know, as someone who's recently been- dumped? Rachel Green: Oh, you've got Carol tomorrow.. When did it get so complicated? Rachel Green: Remember when we were in high school together? ",0.0,-2.0,1.0,1.0,0.0
